cand_a_id,cand_b_id,winner,preference,reasoning,diff_semantic,diff_skill,diff_yoe,diff_title,diff_trust,diff_tenure,diff_growth,diff_notice,diff_behavioral
CAND_0034295,CAND_0001354,A,1,Candidate A holds higher profile trust. Candidate A has stronger target skill coverage. Candidate A aligns better with the target engineering title.,-0.010397630000000047,0.175,0.7200000000000001,0.6,0.6,0.16666666666666674,0.0,0.0,0.27277777777777784
CAND_0058570,CAND_0045804,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.01647584000000002,0.0,0.49999999999999994,0.0,0.0,-0.16666666666666674,0.0,0.0,0.03455555555555556
CAND_0004858,CAND_0054903,A,1,Candidate A aligns better with the target engineering title.,0.016049699999999945,0.0,0.92,0.6,0.0,0.21296296296296302,0.0,0.0,0.1893333333333334
CAND_0022541,CAND_0042251,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.047903169999999995,0.0,-0.30000000000000004,0.0,0.0,-0.07499999999999996,-0.30000000000000004,-0.5,0.060888888888888826
CAND_0027791,CAND_0077665,B,0,Candidate A holds higher profile trust. Candidate B aligns better with the target engineering title.,0.017215599999999998,0.0,0.92,-0.6,0.6,0.28703703703703703,0.30000000000000004,0.5,-0.08133333333333337
CAND_0085155,CAND_0065661,B,0,Candidate B holds higher profile trust.,-0.03754455000000001,0.0,-0.8,0.0,-0.6,0.2513888888888889,-0.30000000000000004,0.30000000000000004,0.1743333333333334
CAND_0012603,CAND_0035469,B,0,Candidate B holds higher profile trust.,-0.006096199999999996,0.0,-0.92,0.0,-0.6,-0.033333333333333326,0.0,0.0,-0.3334444444444445
CAND_0065684,CAND_0022225,A,1,Candidate A has stronger target skill coverage.,0.03387835000000006,0.3928571428571428,0.49999999999999994,0.0,0.0,0.10138888888888886,0.0,0.4,-0.061222222222222344
CAND_0090880,CAND_0044547,B,0,Candidate B holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.035161,-0.0428571428571428,-0.62,-0.6,-0.6,-0.2569444444444444,0.0,0.0,-0.27600000000000013
CAND_0075932,CAND_0068622,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.01645065000000001,0.0,0.0,0.0,0.0,0.11111111111111105,0.30000000000000004,0.0,0.038111111111111096
CAND_0018324,CAND_0074768,A,1,Candidate A holds higher profile trust.,0.013270000000000004,0.0428571428571428,0.7200000000000001,0.0,0.6,-0.08333333333333337,0.0,-0.30000000000000004,0.3603333333333334
CAND_0028972,CAND_0096960,A,1,Candidate B holds higher profile trust.,0.024056610000000034,0.0,0.12000000000000001,0.0,-0.6,0.625,0.0,0.30000000000000004,-0.1671111111111111
CAND_0055861,CAND_0098389,B,0,Candidate B holds higher profile trust.,-0.05499989999999999,-0.1285714285714285,-0.62,0.0,-0.15000000000000002,-0.6666666666666667,-0.30000000000000004,-0.7000000000000001,0.13544444444444453
CAND_0003139,CAND_0028422,B,0,Candidate B has stronger target skill coverage. Candidate B aligns better with the target engineering title.,0.007304300000000041,-0.175,-0.30000000000000004,-1.0,0.0,0.2939814814814815,0.0,0.30000000000000004,-0.5662222222222222
CAND_0085045,CAND_0096475,A,1,Candidate B holds higher profile trust.,-0.02562770000000003,0.0,-0.49999999999999994,0.0,-0.6,0.0,0.0,0.4,0.07511111111111118
CAND_0058180,CAND_0032722,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.01508843999999998,0.0,0.0,0.0,0.0,0.13888888888888884,0.0,0.7000000000000001,-0.03333333333333338
CAND_0016397,CAND_0033333,A,1,Candidate A holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.019628599999999996,0.0,0.0,-0.6,0.15000000000000002,-0.38888888888888884,0.30000000000000004,0.9,-0.2038888888888889
CAND_0064718,CAND_0066297,B,0,Candidate B holds higher profile trust.,0.007908040000000005,0.0,-0.62,0.0,-0.15000000000000002,-0.6666666666666667,0.0,-0.7000000000000001,0.09333333333333338
CAND_0075978,CAND_0003544,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.02739446000000001,0.0,0.49999999999999994,0.0,0.0,-0.08750000000000002,-0.30000000000000004,0.30000000000000004,0.39288888888888895
CAND_0073918,CAND_0081324,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.011883199999999983,0.0,-0.0799999999999999,0.0,0.0,0.13888888888888884,0.0,0.0,-0.027111111111111086
CAND_0005447,CAND_0070437,A,1,Candidate A holds higher profile trust.,-0.010752980000000023,0.0,0.92,0.0,0.6,0.6111111111111112,0.30000000000000004,-0.4,0.1527777777777779
CAND_0010240,CAND_0025160,A,1,Candidate A holds higher profile trust.,-0.011793229999999988,0.0428571428571428,0.0,0.0,0.6,-0.08333333333333337,0.0,0.0,0.3991111111111112
CAND_0023747,CAND_0055351,B,0,Candidate B aligns better with the target engineering title.,-0.009157099999999918,0.0,-0.30000000000000004,-0.6,0.0,-0.1527777777777778,0.30000000000000004,0.4,-0.17122222222222222
CAND_0052665,CAND_0013973,A,1,Candidate A holds higher profile trust.,-0.017398499999999983,0.0,0.0,0.0,0.6,0.18518518518518523,0.0,0.19999999999999996,-0.006222222222222296
CAND_0048278,CAND_0079062,B,0,Candidate B aligns better with the target engineering title.,0.009940740000000003,0.0,0.0,-0.6,0.0,0.06944444444444453,0.0,0.0,0.0045555555555555904
CAND_0013019,CAND_0086494,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.02061024999999994,0.0,0.92,0.0,0.0,0.3472222222222222,0.0,0.19999999999999996,-0.0484444444444444
CAND_0062110,CAND_0074007,A,1,Candidate B holds higher profile trust.,-0.0021332599999999147,0.0,0.8,0.0,-0.6,0.059259259259259234,0.30000000000000004,0.0,-0.17700000000000005
CAND_0073052,CAND_0005149,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.013317330000000016,0.0,0.8,0.0,0.0,0.050000000000000044,0.0,0.0,0.08855555555555561
CAND_0030526,CAND_0064985,A,1,Candidate B holds higher profile trust.,-0.014513760000000042,0.0,-0.92,0.0,-0.6,-0.21296296296296302,0.0,-0.30000000000000004,-0.03499999999999992
CAND_0055189,CAND_0077607,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.0007811799999999369,0.0,0.42000000000000004,0.0,0.0,0.23333333333333328,-0.30000000000000004,-0.7000000000000001,0.052000000000000046
CAND_0006565,CAND_0037447,A,1,Candidate B holds higher profile trust.,-0.0005966399999999261,0.0,-0.12000000000000001,0.0,-0.6,-0.2666666666666666,0.30000000000000004,-0.7000000000000001,-0.1487777777777778
CAND_0049151,CAND_0015842,A,1,Candidate A has stronger target skill coverage. Candidate A aligns better with the target engineering title.,0.04530999999999996,0.175,-0.92,0.6,0.0,0.4111111111111111,0.0,-0.7000000000000001,0.2845555555555556
CAND_0004276,CAND_0089233,B,0,Candidate B aligns better with the target engineering title.,-0.02280652999999999,0.0,-0.7200000000000001,-0.6,0.0,0.1064814814814814,0.0,0.7000000000000001,0.30888888888888894
CAND_0034095,CAND_0096607,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.013023640000000003,0.0,0.0,0.0,0.0,-0.13888888888888895,0.30000000000000004,-0.19999999999999996,0.18677777777777788
CAND_0036123,CAND_0093457,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.017593799999999993,0.0,-0.92,0.0,0.0,0.16666666666666663,0.0,0.4,-0.2480000000000001
CAND_0091433,CAND_0056526,B,0,Candidate A has stronger target skill coverage.,0.022728859999999962,0.4357142857142856,-0.49999999999999994,0.0,0.0,-0.21180555555555547,0.30000000000000004,0.0,-0.08911111111111109
CAND_0089283,CAND_0076035,B,0,Candidate B aligns better with the target engineering title.,0.0031415000000000193,-0.0857142857142857,0.0,-0.4,0.0,-0.21990740740740744,0.0,-0.4,-0.19833333333333336
CAND_0079446,CAND_0092857,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.01049363999999997,0.0,0.0,0.0,0.0,-0.07407407407407418,0.0,-0.9,-0.1530000000000001
CAND_0007545,CAND_0048887,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.06386654000000003,0.0,0.12000000000000001,0.0,0.0,0.2222222222222222,0.0,0.30000000000000004,0.011222222222222189
CAND_0097103,CAND_0083061,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.015041300000000035,0.0,-0.30000000000000004,0.0,0.0,0.0,0.0,-0.30000000000000004,0.03466666666666662
CAND_0032864,CAND_0043887,A,1,Candidate B aligns better with the target engineering title.,-0.025227099999999947,0.0,0.0,-0.6,0.0,0.20833333333333337,0.0,0.0,0.10244444444444445
CAND_0056549,CAND_0050175,A,1,Candidate B holds higher profile trust.,0.02192375999999996,0.0,0.12000000000000001,0.0,-0.6,0.45277777777777783,-0.30000000000000004,0.30000000000000004,-0.07811111111111119
CAND_0047977,CAND_0083409,A,1,Candidate A holds higher profile trust.,9.013999999996081e-05,-0.0428571428571428,-0.92,0.0,0.6,0.13888888888888884,0.0,-0.4,-0.1853333333333334
CAND_0053808,CAND_0087288,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.006572460000000002,0.0,-0.49999999999999994,0.0,0.0,0.3833333333333333,0.0,0.4,-0.02866666666666673
CAND_0046262,CAND_0039402,A,1,Candidate A aligns better with the target engineering title.,0.05041107,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.11699999999999999
CAND_0086340,CAND_0090501,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.039497469999999923,0.0,0.8,0.0,0.0,-0.2759259259259259,0.0,-0.19999999999999996,-0.18711111111111123
CAND_0028623,CAND_0020547,B,0,Candidate B holds higher profile trust. Candidate B aligns better with the target engineering title.,0.021994500000000028,0.0,0.0,-0.6,-0.6,-0.02777777777777768,0.0,0.30000000000000004,-0.28711111111111115
CAND_0027146,CAND_0084641,B,0,Candidate B aligns better with the target engineering title.,0.00915144000000001,0.0,0.42000000000000004,-0.6,0.0,0.1527777777777778,0.0,0.9,-0.08711111111111108
CAND_0095364,CAND_0096104,B,0,Candidate A holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.021095560000000013,0.0,0.0,-1.0,0.6,-0.4444444444444444,0.0,-0.9,-0.10166666666666674
CAND_0097192,CAND_0076953,A,1,Candidate A holds higher profile trust. Candidate A has stronger target skill coverage.,0.014745869999999939,0.175,0.92,0.0,0.15000000000000002,0.4444444444444445,0.0,0.0,0.10444444444444445
CAND_0019527,CAND_0071697,A,1,Candidate B holds higher profile trust.,0.03095716000000004,0.0,0.0,0.0,-0.6,0.2777777777777778,0.30000000000000004,-0.7000000000000001,-0.12966666666666682
CAND_0082884,CAND_0095202,B,0,Candidate A holds higher profile trust.,0.013029999999999986,0.0,0.49999999999999994,0.0,0.6,-0.2069444444444446,0.0,-0.4,0.0792222222222222
CAND_0056759,CAND_0004536,A,1,Candidate A holds higher profile trust. Candidate B has stronger target skill coverage.,-0.0009333400000000047,-0.175,0.92,0.0,0.15000000000000002,-0.2222222222222222,0.0,0.4,-0.12044444444444452
CAND_0019725,CAND_0074917,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.02067079999999999,0.0,0.30000000000000004,0.0,0.0,0.12222222222222212,0.0,0.0,0.122
CAND_0013188,CAND_0004160,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.022895160000000025,0.0,0.7200000000000001,0.0,0.0,0.36111111111111105,0.0,0.4,-0.12900000000000006
CAND_0085255,CAND_0004817,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.015261529999999968,0.0,-0.30000000000000004,0.0,0.0,-0.11111111111111116,0.0,0.19999999999999996,0.1105555555555556
CAND_0088598,CAND_0089221,B,0,Candidate A holds higher profile trust.,0.020597369999999948,0.0,0.0,0.0,0.6,-0.34259259259259256,-0.30000000000000004,0.0,-0.015888888888888897
CAND_0093939,CAND_0062484,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.01814446000000003,0.0,0.0,0.0,0.0,-0.05555555555555558,0.0,0.9,-0.16988888888888887
CAND_0031256,CAND_0095068,B,0,Candidate B aligns better with the target engineering title.,0.041253399999999996,0.0,-0.42000000000000004,-0.6,0.0,-0.25,0.0,0.0,-0.059666666666666646
CAND_0053552,CAND_0067521,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.03248823000000001,-0.1285714285714285,0.7200000000000001,0.0,0.0,0.13194444444444442,0.0,-0.9,0.024222222222222256
CAND_0044510,CAND_0038639,B,0,Candidate B holds higher profile trust. Candidate A aligns better with the target engineering title.,0.03191011999999993,0.0,-0.92,0.6,-0.15000000000000002,-0.37962962962962965,0.0,0.4,0.009000000000000119
CAND_0088076,CAND_0044839,A,1,Candidate A has stronger target skill coverage.,0.03807039999999995,0.2607142857142857,-0.30000000000000004,0.0,0.0,-0.2055555555555556,0.0,-0.9,-0.0010000000000000009
CAND_0057316,CAND_0079300,A,1,Candidate B holds higher profile trust. Candidate B aligns better with the target engineering title.,0.007740919999999929,-0.0428571428571428,-0.30000000000000004,-0.6,-0.6,-0.23888888888888893,0.0,0.30000000000000004,-0.052888888888888985
CAND_0049743,CAND_0056614,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.0025689700000000038,0.0,-0.30000000000000004,0.0,0.0,0.2777777777777777,-0.30000000000000004,0.0,-0.315
CAND_0017421,CAND_0041732,B,0,Candidate A aligns better with the target engineering title.,0.031096899999999983,0.0,0.0,0.6,0.0,0.2407407407407406,0.0,0.0,0.000444444444444525
CAND_0028284,CAND_0012677,A,1,Candidate A has stronger target skill coverage.,0.052794549999999996,0.4785714285714285,0.0,0.0,0.0,0.0,0.0,0.5,0.010999999999999899
CAND_0010236,CAND_0085595,B,0,Candidate A holds higher profile trust.,0.010332160000000035,0.0,-0.12000000000000001,0.0,0.44999999999999996,-0.40277777777777785,0.0,0.4,0.18888888888888905
CAND_0010158,CAND_0061753,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.03685139999999998,0.0,0.0,0.0,0.0,-0.14583333333333337,0.30000000000000004,0.9,0.036999999999999866
CAND_0099172,CAND_0081256,B,0,Candidate B has stronger target skill coverage. Candidate B aligns better with the target engineering title.,-0.02657712000000001,-0.175,-0.49999999999999994,-0.6,0.0,0.23333333333333317,0.0,0.30000000000000004,0.1762222222222221
CAND_0039678,CAND_0099507,A,1,Candidate A holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.032929560000000024,0.0,0.92,-0.6,0.15000000000000002,0.5277777777777777,0.0,-0.5,-0.066
CAND_0052493,CAND_0062877,A,1,Candidate A aligns better with the target engineering title.,0.031174439999999914,0.0,0.0,0.6,0.0,-0.05555555555555558,-0.30000000000000004,0.5,0.0892222222222222
CAND_0010588,CAND_0086335,A,1,Candidate B aligns better with the target engineering title.,0.023497559999999917,0.0,0.7200000000000001,-0.6,0.0,-0.06018518518518523,0.30000000000000004,0.0,-0.32944444444444443
CAND_0034975,CAND_0033044,B,0,Candidate A holds higher profile trust.,0.0010837000000000208,0.0,0.12000000000000001,0.0,0.6,0.5,0.0,0.7000000000000001,-0.062333333333333296
CAND_0081709,CAND_0088801,A,1,Candidate B holds higher profile trust. Candidate A aligns better with the target engineering title.,0.031166599999999933,0.0428571428571428,0.0,1.0,-0.6,-0.39814814814814814,0.0,0.0,0.038555555555555565
CAND_0008130,CAND_0040422,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.0009634399999999266,0.0,-0.42000000000000004,0.0,0.0,-0.04166666666666663,0.0,-0.19999999999999996,0.14377777777777773
CAND_0034209,CAND_0024297,A,1,Candidate A aligns better with the target engineering title.,0.02173590000000003,0.0,-0.30000000000000004,0.6,0.0,-0.06712962962962965,0.0,0.5,0.05177777777777781
CAND_0084181,CAND_0078519,B,0,"Stochastic utility comparison of skills, experience, and timeline.",-0.040296149999999975,0.0,0.0799999999999999,0.0,0.0,0.02777777777777779,-0.30000000000000004,-0.9,-0.10544444444444451
CAND_0075059,CAND_0001667,B,0,Candidate A holds higher profile trust.,-0.011188459999999956,0.0,-0.62,0.0,0.6,-0.375,0.0,0.7000000000000001,-0.19066666666666676
CAND_0073937,CAND_0065610,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.02157640000000005,0.0,-0.62,0.0,0.0,-0.5694444444444444,0.0,0.5,0.15199999999999997
CAND_0006765,CAND_0083855,B,0,Candidate B holds higher profile trust.,-0.008032340000000082,0.0,-0.8,0.0,-0.6,-0.17500000000000004,0.30000000000000004,0.0,-0.4171111111111112
CAND_0089173,CAND_0061012,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.024016970000000026,0.0,0.30000000000000004,0.0,0.0,-0.20370370370370372,0.0,0.4,0.046222222222222165
CAND_0073899,CAND_0046588,A,1,Candidate B holds higher profile trust.,0.017577889999999985,0.0,0.92,0.0,-0.6,-0.287037037037037,0.0,0.0,0.20566666666666666
CAND_0015213,CAND_0010951,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.044845000000000024,0.0,-0.8,0.0,0.0,-0.11111111111111105,0.0,-0.5,0.04033333333333328
CAND_0015905,CAND_0059638,B,0,Candidate B holds higher profile trust.,-0.04265293999999997,0.0,-0.62,0.0,-0.15000000000000002,-0.4513888888888889,0.0,-0.30000000000000004,0.024555555555555664
CAND_0099720,CAND_0080061,A,1,"Stochastic utility comparison of skills, experience, and timeline.",-0.048941400000000024,0.0,-0.8,0.0,0.0,-0.07407407407407396,0.0,0.7000000000000001,-0.36111111111111116
CAND_0094066,CAND_0014652,A,1,Candidate B holds higher profile trust.,0.0032729999999999704,0.0,0.1999999999999999,0.0,-0.6,-0.19444444444444442,0.0,-0.4,0.23311111111111105
CAND_0095240,CAND_0035766,B,0,Candidate A holds higher profile trust.,-0.033709199999999995,0.0,0.62,0.0,0.6,-0.22916666666666663,0.0,0.0,-0.3704444444444446
CAND_0000022,CAND_0058409,B,0,Candidate B holds higher profile trust.,0.025873420000000036,0.0,-0.92,0.0,-0.6,-0.6388888888888888,0.0,-0.7000000000000001,-0.26000000000000006
CAND_0068077,CAND_0013558,A,1,Candidate B holds higher profile trust.,0.03290364000000001,0.0,-0.30000000000000004,0.0,-0.6,-0.24444444444444446,0.0,0.9,0.1034444444444444
CAND_0038256,CAND_0005379,A,1,Candidate A holds higher profile trust. Candidate A aligns better with the target engineering title.,0.044425200000000054,0.0,-0.62,0.6,0.6,-0.26388888888888884,0.0,-0.7000000000000001,0.10388888888888897
CAND_0042864,CAND_0004830,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.0033912000000000386,-0.0857142857142857,-0.8,0.0,0.0,-0.20370370370370372,0.0,-0.9,-0.16533333333333333
CAND_0036842,CAND_0093261,A,1,Candidate B has stronger target skill coverage.,0.0008359299999999292,-0.175,0.0,0.0,0.0,-0.19907407407407407,0.30000000000000004,0.0,-0.11722222222222228
CAND_0035403,CAND_0003216,B,0,Candidate A holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.04182914999999998,0.0,-0.30000000000000004,-0.6,0.6,-0.2527777777777779,0.0,0.30000000000000004,-0.42100000000000004
CAND_0016884,CAND_0093481,B,0,"Stochastic utility comparison of skills, experience, and timeline.",0.030268799999999985,0.0,-0.30000000000000004,0.0,0.0,-0.25,0.0,0.0,-0.2768888888888891
CAND_0026508,CAND_0010177,A,1,"Stochastic utility comparison of skills, experience, and timeline.",0.021885400000000055,0.0,0.62,0.0,0.0,0.11111111111111116,0.30000000000000004,0.0,-0.1767777777777778
CAND_0016520,CAND_0083675,B,0,Candidate A holds higher profile trust.,0.009015140000000033,0.0,-0.8,0.0,0.6,-0.10555555555555551,0.0,-0.30000000000000004,-0.188
CAND_0081519,CAND_0084544,A,1,Candidate B aligns better with the target engineering title.,0.0066552100000000225,0.0,0.92,-0.6,0.0,-0.2055555555555555,0.0,0.4,-0.1051111111111111
CAND_0010892,CAND_0001014,B,0,Candidate A has stronger target skill coverage.,0.030403540000000007,0.2178571428571428,-0.92,0.0,0.0,0.2847222222222222,0.0,0.0,0.21344444444444433
CAND_0005449,CAND_0093111,B,0,Candidate B holds higher profile trust. Candidate B aligns better with the target engineering title.,-0.0055595000000000505,0.0,-0.1999999999999999,-0.6,-0.15000000000000002,-0.19444444444444442,0.0,-0.4,-0.07066666666666677
CAND_0042530,CAND_0002617,A,1,Candidate A holds higher profile trust.,0.0043815999999999855,0.0,0.0,0.0,0.44999999999999996,0.05555555555555558,0.0,0.0,0.1283333333333333
